candidate_id,label,label_id,relative_path,status,sha256,phash,width,height,file_bytes,split,sample_id,manifest_row
73,apparel,0,apparel/image10023.jpg,unique,1007de6592d0372418827b92bee244c53731bc8ec5fb0087b702254a3fe616a8,e6b2c98e6431cc67,512,512,39724,train,1007de6592d0372418827b92bee244c53731bc8ec5fb0087b702254a3fe616a8,26
75,apparel,0,apparel/image10046.jpg,unique,618956bac4438b5344df9822b4b8f0f1beca8a3a53bd9a4bdead7f09d433711c,b432c3999339c5cd,512,512,72571,train,618956bac4438b5344df9822b4b8f0f1beca8a3a53bd9a4bdead7f09d433711c,27
77,apparel,0,apparel/image10057.jpg,unique,f2d584daa110a369a5db271175a143323e4d69d3def4ca811d51c59cec006ff4,f8b243478a1d49b7,512,512,106253,train,f2d584daa110a369a5db271175a143323e4d69d3def4ca811d51c59cec006ff4,28
78,apparel,0,apparel/image10093.jpg,unique,53537ae5a082979a943696c8f9a5fa1b17a87c2af3393db85b5c5373a60053f7,b0b8c93c1cc3cf3c,512,512,64410,train,53537ae5a082979a943696c8f9a5fa1b17a87c2af3393db85b5c5373a60053f7,29
83,apparel,0,apparel/image10152.jpg,unique,9a0d911b28e73eadbfc090f41105869ed7bab33a46c8e3724ad0f9583cb85c44,bdd0d0237c07dcc3,512,512,74041,train,9a0d911b28e73eadbfc090f41105869ed7bab33a46c8e3724ad0f9583cb85c44,30
84,apparel,0,apparel/image10164.jpg,unique,a039981608d8cdf6a1f5eeff95c13a9adfba0be188853ee0b4f2e6070defedb2,efede150c20a9c1e,512,512,141797,train,a039981608d8cdf6a1f5eeff95c13a9adfba0be188853ee0b4f2e6070defedb2,31
85,apparel,0,apparel/image10177.jpg,unique,23f0f29717e1f10efff6c46ac1901684d6ed268ae690d054cb673a322d1574fa,bcf0c333e3932293,512,512,84584,train,23f0f29717e1f10efff6c46ac1901684d6ed268ae690d054cb673a322d1574fa,32
86,apparel,0,apparel/image1019.jpg,unique,0d4e4c84ba8e5b028fb3d5b36908110f7a2e0528c58f5ca84ca7109a53d94d75,f170c6ce9c989999,512,512,44848,train,0d4e4c84ba8e5b028fb3d5b36908110f7a2e0528c58f5ca84ca7109a53d94d75,33
87,apparel,0,apparel/image10197.jpg,unique,91b2f817605eda2fe20f03aa86b5602733a84ac44b3552786cdaf3c0362dd297,f8cc853352a32ddc,512,512,68386,train,91b2f817605eda2fe20f03aa86b5602733a84ac44b3552786cdaf3c0362dd297,34
90,apparel,0,apparel/image10241.jpg,unique,3754b7890d84dfca3e005fec69c0562b3b0f8bc7c57b792fdb9abbb3d57a9bd1,b0c36666ce9ac29b,512,512,47788,train,3754b7890d84dfca3e005fec69c0562b3b0f8bc7c57b792fdb9abbb3d57a9bd1,35
91,apparel,0,apparel/image10242.jpg,unique,849e771eca7566b8861a4344332f5ddf4bcb60453fcd30db3e952254f12825e6,d19e0c7133732d66,512,512,63752,train,849e771eca7566b8861a4344332f5ddf4bcb60453fcd30db3e952254f12825e6,36
93,apparel,0,apparel/image10289.jpg,unique,12f26e5a4406944790be9496a799f2040e0504107a668eaf1b8816ef636b50d6,b334cdcd1c99c32c,512,512,32751,train,12f26e5a4406944790be9496a799f2040e0504107a668eaf1b8816ef636b50d6,37
95,apparel,0,apparel/image10297.jpg,unique,ab4879e35bf3eda5a4503a0f00fbb3f4264bc6e3b553c18c68d624009eb8d0e5,b492c7c9cb8acb2c,512,512,61384,train,ab4879e35bf3eda5a4503a0f00fbb3f4264bc6e3b553c18c68d624009eb8d0e5,38
98,apparel,0,apparel/image10351.jpg,unique,71a5b07f30b46752fb6fcd2f1a66988367107f8f740fb2ac6bd1c6080eb6ad15,e596d3311b67862c,512,512,46111,train,71a5b07f30b46752fb6fcd2f1a66988367107f8f740fb2ac6bd1c6080eb6ad15,39
100,apparel,0,apparel/image10357.jpg,unique,e4424a88794d0dc7905a7fd5f3a24c50799519464effe09e698434d8f5d0ac2b,b97186e6268e6993,512,512,44233,train,e4424a88794d0dc7905a7fd5f3a24c50799519464effe09e698434d8f5d0ac2b,40
101,apparel,0,apparel/image10358.jpg,unique,8fdeb7a2bd52deb69dc535a21213f80aa295d24ea8b0547f8835eee76eceef56,e6ce23991b8d1966,512,512,36398,train,8fdeb7a2bd52deb69dc535a21213f80aa295d24ea8b0547f8835eee76eceef56,41
102,apparel,0,apparel/image10364.jpg,unique,68a19913779361a66ecedb91e4f1c42af16dd2912304ff93b1cfd54947dea6c6,bfe465c22dc024cf,512,512,36483,train,68a19913779361a66ecedb91e4f1c42af16dd2912304ff93b1cfd54947dea6c6,42
103,apparel,0,apparel/image10381.jpg,unique,27205c69611eab8030ea240bbed695e6fe19791cfd843647140648f5422828c4,a6992666b213f31e,512,512,36512,train,27205c69611eab8030ea240bbed695e6fe19791cfd843647140648f5422828c4,43
106,apparel,0,apparel/image1042.jpg,unique,e971b2f94770cc52cc0a2e8085f50fabade7f9a112400f3e6cb28b53cdd16f25,e5e5c6c696389626,512,512,68374,train,e971b2f94770cc52cc0a2e8085f50fabade7f9a112400f3e6cb28b53cdd16f25,44
109,apparel,0,apparel/image10473.jpg,unique,401fa857780cb962773bff63d3f8752480a9b77b9cf65c91c1009d03e4ac36f7,f193cf9cd8333130,512,512,45032,train,401fa857780cb962773bff63d3f8752480a9b77b9cf65c91c1009d03e4ac36f7,45
113,apparel,0,apparel/image10499.jpg,unique,1ca9b119665596732a372daa37993d60705288f7b1a1434c1557c7de1c0eb41d,bcc3e1f083278e33,512,512,72727,train,1ca9b119665596732a372daa37993d60705288f7b1a1434c1557c7de1c0eb41d,46
114,apparel,0,apparel/image10507.jpg,unique,aab42c1e20fe0bc6b043501c061dda0fdf88017881c5e534f3d6795e6c41ee63,b3ce26cc309999cd,512,512,31830,train,aab42c1e20fe0bc6b043501c061dda0fdf88017881c5e534f3d6795e6c41ee63,47
116,apparel,0,apparel/image10587.jpg,unique,e1737fcfb8e50415a6f1eac8b760a423d0fb4b12cc276a47a38bade6ab6c308c,86379e3c5b4bc134,512,512,137584,train,e1737fcfb8e50415a6f1eac8b760a423d0fb4b12cc276a47a38bade6ab6c308c,48
118,apparel,0,apparel/image10625.jpg,unique,32a33e1a2f60d6be255ca6ab1c4d04738902e348b29a51f34acfe549058f3e02,b926919ec31996e3,512,512,89725,train,32a33e1a2f60d6be255ca6ab1c4d04738902e348b29a51f34acfe549058f3e02,49
120,apparel,0,apparel/image10663.jpg,unique,641bce7e67e06b2671515c33554ec1bd2b3e34448270686ee92bb91b8ed1bbbe,b48f23c87092679f,512,512,41826,train,641bce7e67e06b2671515c33554ec1bd2b3e34448270686ee92bb91b8ed1bbbe,50
121,apparel,0,apparel/image10665.jpg,unique,7c0322ae3ebf307f9757388107f5564a881b606a3a16bbe7e52e4f1e7471d57d,fa18a15e87d897a8,512,512,95344,train,7c0322ae3ebf307f9757388107f5564a881b606a3a16bbe7e52e4f1e7471d57d,51
123,apparel,0,apparel/image10688.jpg,unique,f3c71d4e7be006be1a6679c7e71855a1d336d1ce756c5b757dcba1351cf41f9c,e563666ca334a336,512,512,42000,train,f3c71d4e7be006be1a6679c7e71855a1d336d1ce756c5b757dcba1351cf41f9c,52
124,apparel,0,apparel/image10692.jpg,unique,b19029fbde75ff648fb62a64e52e2095737ce333a8437008459d03bc95708a94,e679cdc667311826,512,512,30711,train,b19029fbde75ff648fb62a64e52e2095737ce333a8437008459d03bc95708a94,53
126,apparel,0,apparel/image10696.jpg,unique,749480d873d3e029721970ae3323064b09650055913811034ab9d352f002581e,b926d059971ec49e,512,512,147837,train,749480d873d3e029721970ae3323064b09650055913811034ab9d352f002581e,54
129,apparel,0,apparel/image10739.jpg,unique,baaaff9e2ffce20b5d83fc300cd190bf9fa640940665c7854eef381ad1f28579,b4c2cfb2d2e4c20f,512,512,77410,train,baaaff9e2ffce20b5d83fc300cd190bf9fa640940665c7854eef381ad1f28579,55
131,apparel,0,apparel/image10868.jpg,unique,8073b522f23d0770f054834f811fa058d2f6cdb5ce41bbec06ec46b84dcb5893,ea649545e60fe23a,512,512,126033,train,8073b522f23d0770f054834f811fa058d2f6cdb5ce41bbec06ec46b84dcb5893,56
134,apparel,0,apparel/image10918.jpg,unique,752230fa74340f14e144ed00acc8ffea427e3bce650acec3060762c06c199b47,b0d887e66399ce23,512,512,56217,train,752230fa74340f14e144ed00acc8ffea427e3bce650acec3060762c06c199b47,57
141,apparel,0,apparel/image1100.jpg,unique,d46547ec998ec60f6856784ebd119656ab64c85a677e0e5bb6626514c505a952,b1cd739492b63067,512,512,47138,train,d46547ec998ec60f6856784ebd119656ab64c85a677e0e5bb6626514c505a952,58
144,apparel,0,apparel/image11026.jpg,unique,4320ac6e9ca2350d023b70558ef838036927e5085b4ffeb6f07676526609d3c7,e6734c9425cf364c,512,512,60430,train,4320ac6e9ca2350d023b70558ef838036927e5085b4ffeb6f07676526609d3c7,59
146,apparel,0,apparel/image11048.jpg,unique,8544f46b452e50361e986e7a7c34f1400fbc052aede82c65d1eba9423d6833c4,cc59335c36736661,512,512,61286,train,8544f46b452e50361e986e7a7c34f1400fbc052aede82c65d1eba9423d6833c4,60
147,apparel,0,apparel/image11050.jpg,unique,594f0d8b1ee24e3bd6a7db69d44be29ba284efa492ae782ce034526eee4c85bf,b0cbdb38c3361c65,512,512,31618,train,594f0d8b1ee24e3bd6a7db69d44be29ba284efa492ae782ce034526eee4c85bf,61
148,apparel,0,apparel/image11054.jpg,unique,00637268b77e847c69c31c4334d3dcb37fb9a4dcb7e2b00ce2a32861c5c3fdc9,e1969664696993d9,512,512,82846,train,00637268b77e847c69c31c4334d3dcb37fb9a4dcb7e2b00ce2a32861c5c3fdc9,62
150,apparel,0,apparel/image11082.jpg,unique,15d135cdaa2815398b6c015a8ee672e937b147db92420c0fe206d22ff4c6bd40,b391639346ce39cc,512,512,36262,train,15d135cdaa2815398b6c015a8ee672e937b147db92420c0fe206d22ff4c6bd40,63
151,apparel,0,apparel/image11084.jpg,unique,ca85c9b7304441d8e84482a4b066e00d7157112e62bda2adabc8620036c67586,e5c39e36d227c630,512,512,69717,train,ca85c9b7304441d8e84482a4b066e00d7157112e62bda2adabc8620036c67586,64
152,apparel,0,apparel/image11086.jpg,unique,7ba943bcc92952c580336b02aa7f0a98e1026bd7e88ea7306f6904d113cef8f6,9b9b67aa25a4c895,512,512,71822,train,7ba943bcc92952c580336b02aa7f0a98e1026bd7e88ea7306f6904d113cef8f6,65
156,apparel,0,apparel/image11112.jpg,unique,68dd8c4205e702be281cf12cac46bf9cca072f1e9801b7b23f25c912f06770d9,fee88115c6067aae,512,512,108705,train,68dd8c4205e702be281cf12cac46bf9cca072f1e9801b7b23f25c912f06770d9,66
162,apparel,0,apparel/image1118.jpg,unique,c80201f2a861f08970db73a91e4dd1024c2915a56a2af106ce8ab44c46a708c2,ad72079f88a5232f,512,512,69009,train,c80201f2a861f08970db73a91e4dd1024c2915a56a2af106ce8ab44c46a708c2,67
163,apparel,0,apparel/image11214.jpg,unique,18de50e202f0e0000199e7a0245667514acc7a46861c6314774a9830e66d0f02,aef3c59192c183c7,512,512,50182,train,18de50e202f0e0000199e7a0245667514acc7a46861c6314774a9830e66d0f02,68
164,apparel,0,apparel/image11243.jpg,unique,b52e15454257b21b7a3ef88127aab1202adb9f4bad2c61975b43fe0e97593392,e0b48f6392a6676c,512,512,64749,train,b52e15454257b21b7a3ef88127aab1202adb9f4bad2c61975b43fe0e97593392,69
165,apparel,0,apparel/image11246.jpg,unique,689ece8a35d2b40bb25b6521eec2d48d1f24af6196ceedc7f8071a1835fef0ab,b49226ce9b93c365,512,512,58676,train,689ece8a35d2b40bb25b6521eec2d48d1f24af6196ceedc7f8071a1835fef0ab,70
169,apparel,0,apparel/image11311.jpg,unique,62a527446f9b88ff80041e38e38f3c784f491fcf5b2b2642038b410a200fbe99,9fbc70d9708d308d,512,512,37886,train,62a527446f9b88ff80041e38e38f3c784f491fcf5b2b2642038b410a200fbe99,71
172,apparel,0,apparel/image11327.jpg,unique,35d5166e99de4f7a4f8e43806211b373aa3bde8de9ef2afa4f89fc014fde333b,e132339293c7c9d9,512,512,34289,train,35d5166e99de4f7a4f8e43806211b373aa3bde8de9ef2afa4f89fc014fde333b,72
174,apparel,0,apparel/image11342.jpg,unique,ffac4963a79f84f310a39c00f1231d2b0725f1855cd02ec55b6a280cea942dea,cf3f36c9c830c133,512,512,74496,train,ffac4963a79f84f310a39c00f1231d2b0725f1855cd02ec55b6a280cea942dea,73
175,apparel,0,apparel/image11346.jpg,unique,5a2a9ed0e33546ab683f3f79557532f556503860aed2c893654a7bfbf5268693,e5ec96b39b181899,512,512,52705,train,5a2a9ed0e33546ab683f3f79557532f556503860aed2c893654a7bfbf5268693,74
181,apparel,0,apparel/image1141.jpg,unique,dca1fd9bc170f60eb85a9b480be0cfabedcc6cc2eab9fe9e388db0aa8c42f900,b3396493cb988ecc,512,512,48354,train,dca1fd9bc170f60eb85a9b480be0cfabedcc6cc2eab9fe9e388db0aa8c42f900,75
185,apparel,0,apparel/image11445.jpg,unique,512d017ea9e9a7676883fdd796d7bd53724f045c5a76f8c3b6e8c81b8a00ab06,98c6fc03cf38c738,512,512,88672,train,512d017ea9e9a7676883fdd796d7bd53724f045c5a76f8c3b6e8c81b8a00ab06,76
186,apparel,0,apparel/image11450.jpg,unique,ce18aa3cc1255463751829210d24ac836f726924e3a290632fcef2de4795b644,e4b983c78e2666cc,512,512,82924,train,ce18aa3cc1255463751829210d24ac836f726924e3a290632fcef2de4795b644,77
188,apparel,0,apparel/image11466.jpg,unique,60e0f90e9ebd62e60d35d29c124a90d94dbf1dd7aa52ae46f1ffd9c64d3aedcd,bc70309393dbcb49,512,512,50625,train,60e0f90e9ebd62e60d35d29c124a90d94dbf1dd7aa52ae46f1ffd9c64d3aedcd,78
189,apparel,0,apparel/image11474.jpg,unique,c562934ad5ad67c565d26d421617025d0666c7c6661c9d7baf9b6d4b9980fdde,b3f973c9cc90a2a2,512,512,127548,train,c562934ad5ad67c565d26d421617025d0666c7c6661c9d7baf9b6d4b9980fdde,79
190,apparel,0,apparel/image11478.jpg,unique,ff433a8994cc6462339a20c755382feca49932acfeb3c3832d0439d30aeb8372,bcd233992dc3c332,512,512,55294,train,ff433a8994cc6462339a20c755382feca49932acfeb3c3832d0439d30aeb8372,80
192,apparel,0,apparel/image11533.jpg,unique,35b9469db28ecda46f3416f3e6a6971d0c78da10a2db544bdd2f15103f337cfa,bfa9d412c156825f,512,512,44925,train,35b9469db28ecda46f3416f3e6a6971d0c78da10a2db544bdd2f15103f337cfa,81
194,apparel,0,apparel/image11550.jpg,unique,069eb2907e242ae007ff332e4b9289776f9eeb19c9346a2ab4cf084d04a5c3bd,9f608e1f70288f5d,512,512,90558,train,069eb2907e242ae007ff332e4b9289776f9eeb19c9346a2ab4cf084d04a5c3bd,82
195,apparel,0,apparel/image11556.jpg,unique,a368705587b735448c433854e52efcff07dfccb2d6efe0803d0e0f4c5d5ffa5a,f985c3668e189ba5,512,512,44891,train,a368705587b735448c433854e52efcff07dfccb2d6efe0803d0e0f4c5d5ffa5a,83
197,apparel,0,apparel/image11586.jpg,unique,59888ea2b67746d5b27ff4f8735cbcccb5be80513055da93996baa5376232c03,f892b54ec553911b,512,512,53552,train,59888ea2b67746d5b27ff4f8735cbcccb5be80513055da93996baa5376232c03,84
199,apparel,0,apparel/image11608.jpg,unique,3152f1bb8670fc77b251022404f3618ce1c8722776317f4302290e6add88cc41,ef3e51413c98075e,512,512,53506,train,3152f1bb8670fc77b251022404f3618ce1c8722776317f4302290e6add88cc41,85
200,apparel,0,apparel/image11617.jpg,unique,e7af2cc2b4f62fcf8a2ebea2c2b521120714d46d3a023b13113de82a443706e4,e5cc1634c6339a9b,512,512,59057,train,e7af2cc2b4f62fcf8a2ebea2c2b521120714d46d3a023b13113de82a443706e4,86
202,apparel,0,apparel/image11633.jpg,unique,0ac210930ec3cb100d4e60d816cea53720fb5d9052cd1a6d3d68f3d34ef9d34a,cf9a6d0f6cd06168,512,512,99499,train,0ac210930ec3cb100d4e60d816cea53720fb5d9052cd1a6d3d68f3d34ef9d34a,87
204,apparel,0,apparel/image1171.jpg,unique,a7a4fcca638d4bfcde014d7b6aa1e59582ddfab89c7cfd738cb16ef13128b645,f1323399c9ccc9cc,512,512,50482,train,a7a4fcca638d4bfcde014d7b6aa1e59582ddfab89c7cfd738cb16ef13128b645,88
209,apparel,0,apparel/image1176.jpg,unique,f9572705b8afd0992d063efe5e517341a150d60cad6776df7c168249cf057c57,e974139c9ec9864b,512,512,56310,train,f9572705b8afd0992d063efe5e517341a150d60cad6776df7c168249cf057c57,89
217,apparel,0,apparel/image1184.jpg,unique,64db96e140d829aa23fcace1abfe160b6d308f5690020483318f6e676b0996a6,f1381a984dc36ec7,512,512,69795,train,64db96e140d829aa23fcace1abfe160b6d308f5690020483318f6e676b0996a6,90
218,apparel,0,apparel/image11846.jpg,unique,2586c791bb67b2fcbc371ebfae12cdece1b4a133e62bb1453991c0e4eb69320e,bb90c36eb03f5a24,512,512,49100,train,2586c791bb67b2fcbc371ebfae12cdece1b4a133e62bb1453991c0e4eb69320e,91
220,apparel,0,apparel/image11860.jpg,unique,c3179077fe1f767980414941ca791de599d5a5aa0fb283300be2771f8c394829,b33299cc66999966,512,512,34452,train,c3179077fe1f767980414941ca791de599d5a5aa0fb283300be2771f8c394829,92
222,apparel,0,apparel/image1187.jpg,unique,7704e5b6e1fa9b6b4cd3b1e4c343b8925ff10db158b065d578bd5dab69d4f03d,a8983393e657463e,512,512,132438,train,7704e5b6e1fa9b6b4cd3b1e4c343b8925ff10db158b065d578bd5dab69d4f03d,93
223,apparel,0,apparel/image1188.jpg,unique,385044c8f80b85cedfd5ca5b25d049df04a9b3849948d824bdff4528358d0e4e,b264cdccccb91ccc,512,512,42269,train,385044c8f80b85cedfd5ca5b25d049df04a9b3849948d824bdff4528358d0e4e,94
225,apparel,0,apparel/image11893.jpg,unique,bf792bcc11fbe069352145f06867c377a58fdcf49e05ed9e5b558b8b63445913,e56526333293939b,512,512,36425,train,bf792bcc11fbe069352145f06867c377a58fdcf49e05ed9e5b558b8b63445913,95
226,apparel,0,apparel/image11900.jpg,unique,cd2665e143c8413516865212d46ba1d00f3b938f595d91e9dc04b6b95f94e347,b0d3c7b3137a1c25,512,512,58407,train,cd2665e143c8413516865212d46ba1d00f3b938f595d91e9dc04b6b95f94e347,96
228,apparel,0,apparel/image11942.jpg,unique,f51dbe057fa56113a7ee3c6e63143e56ccd4011e25c1cd8f1f5b9c2410ce477e,b331c767993033cc,512,512,20787,train,f51dbe057fa56113a7ee3c6e63143e56ccd4011e25c1cd8f1f5b9c2410ce477e,97
229,apparel,0,apparel/image11957.jpg,unique,5922cd1a3ad7a3d16c6f6ebf95dafe9199aa22c190cce0061a7f090464198cee,e66d8c9acece9130,512,512,29714,train,5922cd1a3ad7a3d16c6f6ebf95dafe9199aa22c190cce0061a7f090464198cee,98
232,apparel,0,apparel/image11993.jpg,unique,63196cac44a6863ff74c6c444de7a0303c6e6170c093d6dd6937e33e35159da1,eb91326a33626337,512,512,80382,train,63196cac44a6863ff74c6c444de7a0303c6e6170c093d6dd6937e33e35159da1,99
233,apparel,0,apparel/image11997.jpg,unique,8b2122200596c29235289651ae780f2f1e3326d6d5f1d90fb18e47060b683ab4,e1363231cb61cee6,512,512,48230,train,8b2122200596c29235289651ae780f2f1e3326d6d5f1d90fb18e47060b683ab4,100
234,apparel,0,apparel/image12015.jpg,unique,41547f46b5b513ae7b32608f5f2914bf4984629cf0feac9a1c308bc5c4dd08ba,ba30cfc7988c8bc9,512,512,39864,train,41547f46b5b513ae7b32608f5f2914bf4984629cf0feac9a1c308bc5c4dd08ba,101
239,apparel,0,apparel/image12109.jpg,unique,f74d5b4ade91077e92f50fb1358b4a31fd7dff46205a74fbb3a5f4b92c92058c,e664999a31cec627,512,512,59836,train,f74d5b4ade91077e92f50fb1358b4a31fd7dff46205a74fbb3a5f4b92c92058c,102
241,apparel,0,apparel/image12140.jpg,unique,dda01b52d20129914246e45c5a1810e78f3753d4d990ef6be63c0b7395b6786d,f09724c6ce3a9b89,512,512,43881,train,dda01b52d20129914246e45c5a1810e78f3753d4d990ef6be63c0b7395b6786d,103
242,apparel,0,apparel/image12144.jpg,unique,808af4baf2115920a30868d5a979f442763d66bc5a2153282ee85eec30a525a9,bfd1d082c27b075a,512,512,126993,train,808af4baf2115920a30868d5a979f442763d66bc5a2153282ee85eec30a525a9,104
243,apparel,0,apparel/image12145.jpg,unique,613e56a3f1fe23014e0a6696444d3fd49e7667327353b8efb4304ddee6779742,b4c7c3c7b60c98ca,512,512,70544,train,613e56a3f1fe23014e0a6696444d3fd49e7667327353b8efb4304ddee6779742,105
